,title,source,description,url,publishedAt,content
28,"wMarket Update: Another red day sees Bitcoin lose $28,000",Biztoc.com,"Over the last 24 hours, the cryptocurrency market cap saw net outflows of $29.6 billion and currently stands at $1.18 trillion  down 2.4% from $1.22 trillion. During the reporting period, Bitcoin and Ethereums market caps fell 3% and 2.1% to $541.93 billio",https://biztoc.com/x/bb8023ea5676379e,1682078168,"Over the last 24 hours, the cryptocurrency market cap saw net outflows of $29.6 billion and currently stands at $1.18 trillion down 2.4% from $1.22 trillion.During the reporting period, Bitcoin and E [+303 chars]"
29,Yo!Mix: A seamless Bitcoin Mixer making crypto transactions anonymous,Biztoc.com,"Bitcoin Mixer as new as it sounds is nothing but a set of tools or services enabling anonymity to the king coin, Bitcoin. The platform serves the purpose of terminating the connection between addresses inside the blockchain thereby, complicating the carrying ",https://biztoc.com/x/00e770725d65b23e,1682078046,"Bitcoin Mixer as new as it sounds is nothing but a set of tools or services enabling anonymity to the king coin, Bitcoin. The platform serves the purpose of terminating the connection between address [+314 chars]"
30,Coinbase Stock: Bull vs. Bear,Motley Fool,"After plunging last year, is the crypto exchange a buy right now?",https://www.fool.com/investing/2023/04/21/coinbase-stock-bull-vs-bear/,1682077800,"Coinbase Global (COIN -6.11%) was one of many cryptocurrency stocks to win the hearts and minds of investors during the crypto boom in 2021.
But that boom went bust, and shares of Coinbase, a leadin [+4314 chars]"
31,Bitcoin Options Specialist Bitnomial Rolling out Block Trades,Biztoc.com,"Bitcoin-focused derivatives exchange Bitnomial is rolling out block trading for the first time in an industry bid to capitalize on a long time traditional finance practice, as US institutional interest in bitcoin and ether options has booked a marked uptick. ",https://biztoc.com/x/856714fadb0ba95c,1682077687,"Bitcoin-focused derivatives exchange Bitnomial is rolling out block trading for the first time in an industry bid to capitalize on a long time traditional finance practice, as US institutional intere [+290 chars]"
32,"Crypto Analytics Platform Santiment Issues Warning, Says One Bitcoin Metric Flashing a Concerning Signal",Biztoc.com,"A leading crypto analytics firm is warning that one key metric is flashing bearish for the top crypto by market cap Bitcoin (BTC). Santiment says that Bitcoins funding rate may be on the verge of turning negative, which would indicate a market downtrend. Cry",https://biztoc.com/x/c8bfaa3ba0864073,1682077578,A leading crypto analytics firm is warning that one key metric is flashing bearish for the top crypto by market cap Bitcoin (BTC).Santiment says that Bitcoins funding rate may be on the verge of turn [+278 chars]
33,"Crypto Analytics Platform Santiment Issues Warning, Says One Bitcoin Metric Flashing a Concerning Signal",The Daily Hodl,"A leading crypto analytics firm is warning that one key metric is flashing bearish for the top crypto by market cap Bitcoin (BTC). Santiment says that Bitcoins funding rate may be on the verge of turning negative, which would indicate a market downtrend. Cry",https://dailyhodl.com/2023/04/21/crypto-analytics-platform-santiment-issues-warning-says-one-bitcoin-metric-flashing-a-concerning-signal/,1682077558,"A leading crypto analytics firm is warning that one key metric is flashing bearish for the top crypto by market cap Bitcoin (BTC).
Santiment says that Bitcoins funding rate may be on the verge of tu [+2128 chars]"
34,"CryptoSlate wMarket Update: Another red day sees Bitcoin lose $28,000",CryptoSlate,"Over the last 24 hours, the cryptocurrency market cap saw net outflows of $29.6 billion and currently stands at $1.18 trillion  down 2.4% from $1.22 trillion. During the reporting period, Bitcoin and Ethereums market caps fell 3% and 2.1% to $541.93 billio",https://cryptoslate.com/cryptoslate-wmarket-update-another-red-day-sees-bitcoin-lose-28000/,1682077551,"Over the last 24 hours, the cryptocurrency market cap saw net outflows of $29.6 billion and currently stands at $1.18 trillion down 2.4% from $1.22 trillion.
During the reporting period, Bitcoin and [+3374 chars]"
35,Yo!Mix: A seamless Bitcoin Mixer making crypto transactions anonymous,Ambcrypto.com,Bitcoin Mixer as new as it sounds is nothing but a set of tools or [],https://ambcrypto.com/yomix-a-seamless-bitcoin-mixer-making-crypto-transactions-anonymous/,1682077506,"Bitcoin Mixer as new as it sounds is nothing but a set of tools or services enabling anonymity to the king coin, Bitcoin. The platform serves the purpose of terminating the connection between address [+5939 chars]"
36,"Why Does the NYT Disparage the Bitcoin Mining Industry, but Avoid Analyzing the Carbon Footprint of the US Dollar System? You may already know the answer:",Biztoc.com,"If you liked reading this, feel free to click the  button on this issue so more people can discover it on Substack . The Proof-of-Work that makes the Bitcoin system unique and superior would be an environmental disaster to listen to the powerful of the curr",https://biztoc.com/x/9645d4b3ade922e0,1682077446,"If you liked reading this, feel free to click the button on this issue so more people can discover it on Substack .The Proof-of-Work that makes the Bitcoin system unique and superior would be an envi [+296 chars]"
37,"'Rich Dad, Poor Dad' Author Says Bitcoin On Its Way To $100K",Biztoc.com,"Bitcoin's BTC/USD ascent over the years was observed by the ""Rich Dad, Poor Dad"" author Robert Kiyosaki who developed an affection for the apex coin. What Happened: Kiyosaki shared why he loves Bitcoin on Twitter on Thursday. The best-selling author and finan",https://biztoc.com/x/dec8569a82fc01ed,1682076966,"Bitcoin's BTC/USD ascent over the years was observed by the ""Rich Dad, Poor Dad"" author Robert Kiyosaki who developed an affection for the apex coin.What Happened: Kiyosaki shared why he loves Bitcoi [+316 chars]"
38,"Bitcoin's Dominance Rate Runs Into Familiar Resistance, Hints at 'Altcoin Season' Ahead",CoinDesk,"Bitcoin's dominance rate is again stuck at 48%, suggesting a potential for ""altcoin boom"" in weeks ahead.",https://www.coindesk.com/markets/2023/04/21/bitcoins-dominance-rate-runs-into-familiar-resistance-hints-at-altcoin-season-ahead/,1682076089,"The increase in bitcoin's (BTC) dominance rate, or the largest cryptocurrency's share of the market, has halted, hinting at the potential outperformance of alternative tokens (altcoins) ahead.
Data  [+1498 chars]"
39,Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border Deals,Biztoc.com,"Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border Deals The Global Crypto Market Cap is down by 1.87% to $1.19T at the time of writing this article. Over the past 24 hours, the overall volume of the Cryptocurrency Market has decreased",https://biztoc.com/x/5c5684bff32d57e0,1682075767,"Russian Central Bank Plans to Allow Cryptocurrency Mining for Cross-Border DealsThe Global Crypto Market Cap is down by 1.87% to $1.19T at the time of writing this article. Over the past 24 hours, th [+296 chars]"
40,20k BTC reenters exchanges following largest Bitcoin long liquidation event this year,Biztoc.com,"Quick Take In the past two weeks, exchanges have seen roughly 20,000 Bitcoin (BTC) put back onto exchanges. Bitcoin hit a local top of $30,000, and has descended below $28,000, which has seen a lot of sell pressure on top of the biggest long liquidation event",https://biztoc.com/x/6c4351f6ee23ce4c,1682075649,"Quick TakeIn the past two weeks, exchanges have seen roughly 20,000 Bitcoin (BTC) put back onto exchanges.Bitcoin hit a local top of $30,000, and has descended below $28,000, which has seen a lot of  [+246 chars]"
41,"Vinanz raises GBP755,000 in IPO, buys Bitcoin assets from Valereum",Marketscreener.com,"(marketscreener.com) Vinanz Ltd on Friday said it began trading on AQSE in London, after raising GBP775,000 at its initial public offering, and also bought Bitcoin mining assets from Valereum PLCVinanz is a company aiming to build a Bitcoin mining operation",https://www.marketscreener.com/quote/stock/PCG-ENTERTAINMENT-PLC-19156922/news/Vinanz-raises-GBP755-000-in-IPO-buys-Bitcoin-assets-from-Valereum-43602127/?utm_medium=RSS&utm_content=20230421,1682075171,"(Alliance News) - Vinanz Ltd on Friday said it began trading on AQSE in London, after raising GBP775,000 at its initial public offering, and also bought Bitcoin mining assets from Valereum PLC
Vinan [+1095 chars]"
42,Bitcoin soccer club Real Bedford FC wins the league,Biztoc.com,"The so-called Bitcoin (BTC) soccer team, Real Bedford Football Club, has won the United Kingdoms South Midlands League for the 2023 season. Fans from all over the world, from Vancouver to Beijing, flew in to watch the last home game and see the trophy raised",https://biztoc.com/x/06ec4c3dee1c4694,1682074930,"The so-called Bitcoin (BTC) soccer team, Real Bedford Football Club, has won the United Kingdoms South Midlands League for the 2023 season.Fans from all over the world, from Vancouver to Beijing, fle [+326 chars]"
43,Stronghold Digital Mining Announces $10 Million Private Placement to Fund Purchase of Bitcoin Miners,Marketscreener.com,"(marketscreener.com) NEW YORK, April 21, 2023 -- Stronghold Digital Mining, Inc. today announced that it has entered into securities purchase agreements with an institutional investor and the Companys chairman and chief executive officer, Greg Beard , to sel",https://www.marketscreener.com/quote/stock/STRONGHOLD-DIGITAL-MINING-128408809/news/Stronghold-Digital-Mining-Announces-10-Million-Private-Placement-to-Fund-Purchase-of-Bitcoin-Miners-43602095/?utm_medium=RSS&utm_content=20230421,1682074921,"NEW YORK, April 21, 2023 (GLOBE NEWSWIRE) -- Stronghold Digital Mining, Inc. (NASDAQ: SDIG) (Stronghold, or the Company) today announced that it has entered into securities purchase agreements wi [+5060 chars]"
44,20k BTC reenters exchanges following largest Bitcoin long liquidation event this year,CryptoSlate,"Quick Take In the past two weeks, exchanges have seen roughly 20,000 Bitcoin (BTC) put back onto exchanges. Bitcoin hit a local top of $30,000, and has descended below $28,000, which has seen a lot of sell pressure on top of the biggest long liquidation event",https://cryptoslate.com/insights/20k-btc-reenters-exchanges-following-largest-bitcoin-long-liquidation-event-this-year/,1682074832,"What is CryptoSlate Alpha?
A web3 membership designed to empower you with cutting-edge insights and knowledge. Learn more 
Connected to Alpha
Welcome! You are connected to CryptoSlate Alpha. To m [+972 chars]"
45,Trading Volume Reflects Bear Market Amid Shift to New Stablecoin,Biztoc.com,"Binances BUSD-TrueUSD (TUSD) pair dominates Bitcoin (BTC) volume, accounting for 50% of all BTC trading as reintroduced fees tank other pairs trading volumes. Research firm Kaiko revealed that Binances BTC-TUSD trading volume grew to $60 million per hour s",https://biztoc.com/x/6e862de7f15e0b70,1682074806,"Binances BUSD-TrueUSD (TUSD) pair dominates Bitcoin (BTC) volume, accounting for 50% of all BTC trading as reintroduced fees tank other pairs trading volumes.Research firm Kaiko revealed that Binance [+322 chars]"
46,Stronghold Digital Mining Announces $10 Million Private Placement to Fund Purchase of Bitcoin Miners,Yahoo Entertainment,"NEW YORK, April 21, 2023 (GLOBE NEWSWIRE) -- Stronghold Digital Mining, Inc. (NASDAQ: SDIG) (Stronghold, or the Company) today announced that it has...",https://finance.yahoo.com/news/stronghold-digital-mining-announces-10-110000269.html,1682074800,"Stronghold Digital Mining, Inc.
NEW YORK, April 21, 2023 (GLOBE NEWSWIRE) -- Stronghold Digital Mining, Inc. (NASDAQ: SDIG) (Stronghold, or the Company) today announced that it has entered into secu [+5042 chars]"
47,"OKB Token up 14%, Here's Likely Reason",Biztoc.com,"OKB is expanding its inherent sentiment that it is one of the best performing exchange tokens around as it is defying gravity at a time when the prices of most digital currencies are slipping. For OKB, the 2.6% daily growth has only complemented the more than",https://biztoc.com/x/1c1c87a3ca8001a3,1682074566,OKB is expanding its inherent sentiment that it is one of the best performing exchange tokens around as it is defying gravity at a time when the prices of most digital currencies are slipping. For OK [+271 chars]
48,"OKB Token up 14%, Here's Likely Reason",U.Today,OKX is on track to host Sui Network tokensale for holders of OKB,https://u.today/okb-token-up-14-heres-likely-reason,1682074260,Disclaimer: The opinion expressed here is not investment advice it is provided for informational purposes only. It does not necessarily reflect the opinion of U.Today. Every investment and all tradin [+2104 chars]
49,How High Could XRP Rise by 2025 if Ripple Wins Lawsuit Against the SEC?,Biztoc.com,"Ripples native token XRP is hovering around the $0.47 mark after reaching a yearly high of $0.57 last month. XRP surged in price after Bitcoin and Ethereum climbed above $30,000 and $1,900 respectively. However, XRP began sliding in the indices as investors ",https://biztoc.com/x/223c3da5711784fe,1682073846,"Ripples native token XRP is hovering around the $0.47 mark after reaching a yearly high of $0.57 last month. XRP surged in price after Bitcoin and Ethereum climbed above $30,000 and $1,900 respective [+304 chars]"
50,Ark's Cathie Wood once again hypes Tesla,Biztoc.com,"Ark Invest's Cathie Wood. Photo by Marco Bello/Getty Images Famed money manager Cathie Wood has made an eye-popping prediction about Tesla, once again. The Ark Invest CEO said the electric vehicle-maker's stock could hit $2,000 by 2027 on a robotaxi boom, per",https://biztoc.com/x/7a7bbff5892b44f5,1682073727,"Ark Invest's Cathie Wood.Photo by Marco Bello/Getty ImagesFamed money manager Cathie Wood has made an eye-popping prediction about Tesla, once again. The Ark Invest CEO said the electric vehicle-make [+290 chars]"
51,These 5 Altcoins Saw Gains This Week Despite the Crypto Market Downturn,Biztoc.com,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21. The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bullish altcoins have stolen the crypto news and cryptocurren",https://biztoc.com/x/00cd5586bf26651f,1682073127,"BeInCrypto looks at five altcoins that increased the most in this weeks crypto market, specifically from April 14 to 21.The term altcoin refers to cryptocurrencies other than Bitcoin (BTC). These bul [+306 chars]"
52,Rich Dad Robert Kiyosaki outlines why he loves Bitcoin and says BTC to $100k,Biztoc.com,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again voiced his support for Bitcoin (BTC). In a tweet on April 21, he declared his love for the worlds largest cryptocurrency, c",https://biztoc.com/x/846d193a49dc8352,1682073007,"Robert Kiyosaki, the world-renowned investor and author of the best-selling personal finance book, Rich Dad Poor Dad, has once again voiced his support for Bitcoin (BTC).In a tweet on April 21, he de [+290 chars]"
53,"Bitcoin Drops to $28,000 as Macro Pressures Bite",Biztoc.com,"Bitcoin's price continued its downturn for a third day, dropping below $28,000 briefly on the morning of April 21. The last trading price of Bitcoin, per CoinGecko data, was $28,070, down 2.7% over the last 24 hours. Bitcoins decline dragged the rest of the ",https://biztoc.com/x/d8b2c13c4d1754f1,1682072769,"Bitcoin's price continued its downturn for a third day, dropping below $28,000 briefly on the morning of April 21. The last trading price of Bitcoin, per CoinGecko data, was $28,070, down 2.7% over t [+283 chars]"
